file,std_file,rand
US20060154945A1_p0022_x0402_y0782_c00086.png,CLEF_0000590.png,-3.0461430547999266
US20070105909A1_p0019_x0590_y2895_c00030.png,CLEF_0000686.png,-2.8345545052747023
US20050043351A1_p0017_x1425_y1952_c00047.png,CLEF_0000272.png,-2.77259275642665
US20050288357A1_p0012_x0522_y1154_c00013.png,CLEF_0000428.png,-2.7396771671895563
US20050182067A1_p0034_x1483_y0710_c00124.png,CLEF_0000335.png,-2.659172237996741
US20050288357A1_p0056_x0489_y2538_c00109.png,CLEF_0000486.png,-2.655619092974933
US20070179154A1_p0033_x1376_y1268_c00019.png,CLEF_0000851.png,-2.5827966329699446
US20060154945A1_p0013_x1375_y2826_c00041.png,CLEF_0000548.png,-2.5591846663440965
US20040229890A1_p0002_x0471_y2209_c00000.png,CLEF_0000021.png,-2.5529898158340787
US20060122222A1_p0039_x1472_y0779_c00101.png,CLEF_0000529.png,-2.369586905226603
US20060154945A1_p0015_x0402_y2714_c00049.png,CLEF_0000557.png,-2.36417381714118
US20070049758A1_p0021_x0476_y0686_c00029.png,CLEF_0000652.png,-2.3205942757907416
US20050288357A1_p0050_x0515_y0990_c00092.png,CLEF_0000469.png,-2.2886200400145285
US20050227932A1_p0042_x0404_y1405_c00079.png,CLEF_0000383.png,-2.2555642294021894
US20070117785A1_p0030_x1311_y0642_c00068.png,CLEF_0000736.png,-2.245321648371402
US20060122222A1_p0040_x0564_y0740_c00103.png,CLEF_0000531.png,-2.2396040586617367
US20050004369A1_p0026_x1366_y0772_c00045.png,CLEF_0000184.png,-2.2234031522244266
US20050288357A1_p0046_x0502_y2612_c00081.png,CLEF_0000458.png,-2.201441285500558
US20050288357A1_p0011_x1488_y1489_c00010.png,CLEF_0000423.png,-2.0946030712061448
US20050009817A1_p0022_x0681_y0702_c00073.png,CLEF_0000238.png,-2.0699850250135325
US20070265270A1_p0030_x0491_y1698_c00120.png,CLEF_0000914.png,-2.0473236130579617
US20050054819A1_p0014_x0404_y2710_c00045.png,CLEF_0000279.png,-2.0306844677814944
US20050288357A1_p0050_x1488_y2217_c00094.png,CLEF_0000471.png,-2.01640662779976
US20070049758A1_p0025_x0421_y2581_c00049.png,CLEF_0000669.png,-2.004215715498915
US20040229890A1_p0013_x0327_y2015_c00056.png,CLEF_0000034.png,-1.980796468223927
US20060122222A1_p0028_x0587_y0762_c00082.png,CLEF_0000514.png,-1.9686246897860202
US20060154945A1_p0020_x0402_y1946_c00076.png,CLEF_0000581.png,-1.951804101481602
US20070049758A1_p0026_x0388_y1326_c00051.png,CLEF_0000673.png,-1.9457030831639588
US20050009817A1_p0036_x1524_y1981_c00104.png,CLEF_0000265.png,-1.936279805846507
US20070049758A1_p0025_x0463_y1954_c00048.png,CLEF_0000672.png,-1.8845858449794477
US20050182067A1_p0039_x0488_y1444_c00149.png,CLEF_0000357.png,-1.8430695501566485
US20060154945A1_p0018_x1375_y0708_c00066.png,CLEF_0000572.png,-1.8297404110045314
US20070117785A1_p0041_x1307_y1683_c00081.png,CLEF_0000749.png,-1.82425665593783
US20070179177A1_p0031_x1331_y1566_c00162.png,CLEF_0000880.png,-1.794229271489721
US20070117785A1_p0057_x1307_y1744_c00110.png,CLEF_0000776.png,-1.7913275480411837
US20060154945A1_p0017_x0402_y1439_c00058.png,CLEF_0000564.png,-1.7815628557055914
US20070105909A1_p0021_x0455_y1207_c00038.png,CLEF_0000694.png,-1.7776669547337063
US20050267177A1_p0024_x0334_y2500_c00079.png,CLEF_0000405.png,-1.7685384506770307
US20050182067A1_p0035_x0548_y0818_c00127.png,CLEF_0000337.png,-1.7558905834377194
US20060281700A1_p0075_x1376_y1812_c00130.png,CLEF_0000611.png,-1.7423561978092306
US20040254236A1_p0034_x0442_y0785_c00139.png,CLEF_0000064.png,-1.7262826023316769
US20040229890A1_p0014_x1503_y1641_c00063.png,CLEF_0000043.png,-1.7062701906250126
US20050227932A1_p0036_x1375_y1320_c00065.png,CLEF_0000381.png,-1.6981058194322545
US20070155803A1_p0021_x1410_y2837_c00041.png,CLEF_0000809.png,-1.6882300277714322
US20060122222A1_p0035_x0437_y2790_c00095.png,CLEF_0000523.png,-1.6812182154944335
US20050009817A1_p0028_x0557_y0856_c00083.png,CLEF_0000246.png,-1.6760038063299767
US20070117785A1_p0043_x0336_y1847_c00084.png,CLEF_0000752.png,-1.6615982911145637
US20060281700A1_p0074_x0524_y2669_c00123.png,CLEF_0000608.png,-1.6606998118692633
US20050267177A1_p0017_x0336_y1352_c00036.png,CLEF_0000386.png,-1.6567151023219537
US20070179154A1_p0040_x0404_y2372_c00050.png,CLEF_0000857.png,-1.6429652935306092
US20060122222A1_p0026_x0514_y2640_c00075.png,CLEF_0000507.png,-1.6326345262344952
US20070117785A1_p0058_x0330_y2660_c00114.png,CLEF_0000779.png,-1.6324233020679833
US20040254236A1_p0045_x0473_y1357_c00173.png,CLEF_0000067.png,-1.6301983469660446
US20050004369A1_p0034_x0443_y1040_c00069.png,CLEF_0000206.png,-1.6169560443108344
US20050267177A1_p0022_x0327_y0687_c00066.png,CLEF_0000394.png,-1.6164741886510325
US20040229890A1_p0016_x0530_y1709_c00070.png,CLEF_0000049.png,-1.6138978475579515
US20070105909A1_p0019_x1616_y1720_c00031.png,CLEF_0000688.png,-1.6108784034499337
US20050004369A1_p0027_x1307_y0819_c00048.png,CLEF_0000186.png,-1.6020576556067476
US20070105909A1_p0033_x0444_y1290_c00103.png,CLEF_0000725.png,-1.601836048972537
US20050009817A1_p0033_x0552_y0651_c00095.png,CLEF_0000259.png,-1.582938397335082
US20050227932A1_p0031_x1376_y2276_c00051.png,CLEF_0000378.png,-1.5706234086334527
US20060122222A1_p0026_x0521_y1482_c00074.png,CLEF_0000508.png,-1.567767724308454
US20070117785A1_p0050_x0337_y1564_c00092.png,CLEF_0000760.png,-1.5669947108616025
US20060281700A1_p0071_x0445_y1388_c00097.png,CLEF_0000601.png,-1.550429345083481
US20050004369A1_p0020_x1488_y2697_c00030.png,CLEF_0000168.png,-1.5447710967776116
US20070265270A1_p0025_x1396_y1558_c00101.png,CLEF_0000898.png,-1.5415873996717875
US20050009817A1_p0018_x0606_y0669_c00059.png,CLEF_0000225.png,-1.5407970144446248
US20040266789A1_p0019_x0329_y1979_c00032.png,CLEF_0000084.png,-1.5362436862772237
US20070015754A1_p0022_x1579_y0681_c00117.png,CLEF_0000620.png,-1.506998398214272
US20070105909A1_p0021_x0455_y0920_c00037.png,CLEF_0000693.png,-1.5023965693817127
US20050002859A1_p0016_x0336_y0672_c00094.png,CLEF_0000141.png,-1.4912575927056055
US20050267177A1_p0017_x1308_y2357_c00039.png,CLEF_0000388.png,-1.4718350074635869
US20050009817A1_p0031_x0485_y1946_c00088.png,CLEF_0000250.png,-1.466424327802514
US20070265270A1_p0026_x0478_y1543_c00104.png,CLEF_0000901.png,-1.4617326882614081
US20040229890A1_p0011_x0530_y2377_c00047.png,CLEF_0000026.png,-1.4543656745987648
