file,std_file,rand
US07319104-20080115-C00102.png,USPTO_0003566.png,-3.5462993469993016
US07319111-20080115-C00144.png,USPTO_0004234.png,-3.5061365531605886
US07314885-20080101-C00019.png,USPTO_0001373.png,-3.173982300937372
USRE039991-20080101-C00488.png,USPTO_0005605.png,-3.083501659097842
US07314883-20080101-C00473.png,USPTO_0001267.png,-3.0513130596790443
US07320972-20080122-C00018.png,USPTO_0004348.png,-3.035644272285426
US07314883-20080101-C00152.png,USPTO_0001063.png,-3.0270480042355885
US07314693-20080101-C00768.png,USPTO_0000348.png,-2.9839702048819636
US07323045-20080129-C00062.png,USPTO_0004958.png,-2.9801496696849386
US07314874-20080101-C00397.png,USPTO_0000823.png,-2.977125312284816
US07314887-20080101-C00049.png,USPTO_0001425.png,-2.97099952101869
US07314693-20080101-C00085.png,USPTO_0000089.png,-2.915737751792712
US07320972-20080122-C00052.png,USPTO_0004350.png,-2.850602638735042
US07319108-20080115-C00112.png,USPTO_0003965.png,-2.7987742266994133
US07321033-20080122-C00075.png,USPTO_0004709.png,-2.6927220090359483
US07314693-20080101-C00556.png,USPTO_0000227.png,-2.6851086777996254
US07320974-20080122-C00126.png,USPTO_0004523.png,-2.685019443612559
US07314871-20080101-C00059.png,USPTO_0000393.png,-2.6765213650405153
USRE039991-20080101-C00388.png,USPTO_0005513.png,-2.6364828472951958
US07321040-20080122-C00117.png,USPTO_0004790.png,-2.620627322727157
US07320977-20080122-C00044.png,USPTO_0004535.png,-2.602091637423303
US07314887-20080101-C00104.png,USPTO_0001480.png,-2.600177370471142
US07314889-20080101-C00018.png,USPTO_0001634.png,-2.570978370484192
USRE039991-20080101-C00544.png,USPTO_0005660.png,-2.5703168925165523
US07314883-20080101-C00080.png,USPTO_0001003.png,-2.5567265322280974
USRE039991-20080101-C00177.png,USPTO_0005331.png,-2.5327332176965185
US07317032-20080108-C00219.png,USPTO_0003007.png,-2.53018242461237
US07317026-20080108-C00068.png,USPTO_0002717.png,-2.510011376856153
US07314883-20080101-C00237.png,USPTO_0001131.png,-2.4889906780771858
US07314883-20080101-C00134.png,USPTO_0001045.png,-2.4772878839897663
US07319104-20080115-C00248.png,USPTO_0003704.png,-2.450291802345245
US07314939-20080101-C00027.png,USPTO_0002278.png,-2.448441953750005
US07319109-20080115-C00039.png,USPTO_0004022.png,-2.4482610432798313
US07317124-20080108-C00038.png,USPTO_0003190.png,-2.443858296842865
US07314936-20080101-C00510.png,USPTO_0001980.png,-2.443315022791255
US07314887-20080101-C00163.png,USPTO_0001539.png,-2.4286073324317767
US07317038-20080108-C00040.png,USPTO_0003103.png,-2.428102657706566
US07319104-20080115-C00218.png,USPTO_0003676.png,-2.424390379049619
US07314653-20080101-C00090.png,USPTO_0000036.png,-2.4190831731786697
US07314883-20080101-C00494.png,USPTO_0001286.png,-2.4175890597551866
US07323286-20080129-C00101.png,USPTO_0004970.png,-2.4138024917622536
US07321045-20080122-C00165.png,USPTO_0004856.png,-2.4064308371813294
USRE039991-20080101-C00327.png,USPTO_0005452.png,-2.3975205963821624
US07323604-20080129-C00056.png,USPTO_0005153.png,-2.393017270558935
US07319108-20080115-C00091.png,USPTO_0003944.png,-2.3739400975100975
US07316884-20080108-C00078.png,USPTO_0002443.png,-2.3624127878929806
US07314693-20080101-C00647.png,USPTO_0000252.png,-2.359214738012778
US07320805-20080122-C00009.png,USPTO_0004309.png,-2.347325987119112
US07317022-20080108-C00038.png,USPTO_0002630.png,-2.346802750888316
US07314874-20080101-C00572.png,USPTO_0000913.png,-2.3246988306765872
US07314879-20080101-C00061.png,USPTO_0000939.png,-2.30626949867357
US07314934-20080101-C00063.png,USPTO_0001766.png,-2.303899014863645
US07317111-20080108-C00002.png,USPTO_0003162.png,-2.292159774484105
US07314693-20080101-C00733.png,USPTO_0000326.png,-2.2817923149605375
